strain_id,strain_code,strain_name,genus,species,origin,environment,n_colonies,n_replicate_wells,timepoint_h,area_median,area_mean,area_var,area_sd,l_median,l_mean,l_var,l_sd,a_median,a_mean,a_var,a_sd,b_median,b_mean,b_var,b_sd
275,DBVPG_10075,10075,Cystobasidium,Cystobasidium sp.,Italy,soil,2,2,108.0,31691.5,31691.5,36971400.5,6080.411211423122,78.0228236979914,78.0228236979914,0.15725176279637118,0.3965498238511413,7.032129320587277,7.032129320587277,0.6542098635261471,0.808832407564229,0.590445056433625,0.590445056433625,1.1197138402610585e-05,0.0033462125459406467
312,DBVPG_6740,6740,Pseudomicrostroma,Pseudomicrostroma phylloplanum,Italy,plant,3,3,108.0,39271.0,37705.333333333336,91226054.33333331,9551.233131556015,75.22988192149478,75.11552824254083,0.05537928922654605,0.2353280459837842,10.897701620934896,10.79243779952847,0.8644902571279199,0.9297796820365134,2.053186958055009,2.018401514606124,0.023067226827566484,0.1518789874458165
326,NRRL_Y-17376,Y17376,Rhodotorula,Rhodotorula araucariae,America,plant,3,3,108.0,42051.0,41190.0,11555163.0,3399.2886020460223,78.80873699367484,77.92222016267787,3.3840673683257885,1.8395834768571357,4.9622762609844715,6.356758895669881,5.974571053677185,2.4442935694546155,1.6057026683572673,1.764822879167501,0.3867760026001635,0.6219131793105558
185,DBVPG_3768,3768,Rhodotorula,Rhodotorula dairenensis,Italy,soil,4,4,108.0,48043.0,49337.0,25555128.666666668,5055.208073528395,75.11979991359814,75.02064134512209,0.20522834424568023,0.4530213507613965,6.789158964696258,6.8522220527269395,0.0333955850405711,0.1827445896341971,6.772247371679018,6.974316833523919,0.27337431852351685,0.5228521000469606
194,DBVPG_3769,3769,Rhodotorula,Rhodotorula dairenensis,Italy,soil,4,4,108.0,48065.5,48203.0,3324924.6666666665,1823.437596043985,77.91426511242821,77.80435135255482,0.4108355518470231,0.6409645480422634,8.689939076752973,8.723011098822507,0.007566528214122011,0.08698579317406958,7.221624142655397,7.180658468200399,0.01226170457335693,0.11073258135416572
203,DBVPG_3770,3770,Rhodotorula,Rhodotorula dairenensis,Italy,soil,4,4,108.0,66859.0,68706.5,213022257.66666672,14595.28203450234,75.59412385398281,75.54142693414886,0.32749773526618675,0.5722741784024391,10.891068010481842,10.88339676329915,0.2822116621233555,0.5312359759309939,9.068568508508235,9.054303104586431,0.007170318992648125,0.08467773610960631
221,DBVPG_3772,3772,Rhodotorula,Rhodotorula dairenensis,Italy,soil,4,4,108.0,35129.5,36209.5,75181808.33333333,8670.74439326482,74.70033459074511,74.33085894276164,1.0082769006855594,1.0041299222140327,11.388601654116162,10.83901715315163,4.286906590526121,2.0704846269716954,5.7334359978022995,5.806794275396085,0.08042108580654914,0.2835861170906452
230,DBVPG_3773,3773,Rhodotorula,Rhodotorula dairenensis,Italy,soil,4,4,108.0,12797.0,15500.0,337241468.6666667,18364.135391209322,73.31479539698613,73.35642794021302,10.777146485429228,3.2828564521509658,5.255345507252831,4.927188890737504,20.02846494115548,4.475317300611821,0.7789048153538536,0.5191343864578118,0.7086964707572307,0.8418411196640556
192,DBVPG_3853,Y3853,Rhodotorula,Rhodotorula dairenensis,Italy,plant,4,4,108.0,40275.5,39752.0,9677723.333333341,3110.9039415149646,77.532342504288,77.4673658615676,1.380332662548824,1.1748755944987639,8.321092947293884,8.34109789680712,0.19887212812824076,0.44595081357504074,6.741653535216807,6.734663649990152,0.01324459156398179,0.11508514918955351
321,NRRL_Y-2504,Y2504,Rhodotorula,Rhodotorula dairenensis,America,soil,4,4,108.0,32967.0,31268.5,83044459.0,9112.873257101735,74.36169670520266,74.24236969236296,1.1997703121914023,1.095340272331572,7.83586515168791,7.663090169809365,0.5049843874757162,0.710622535158938,7.789042644839068,7.917619744951196,0.2822054517274535,0.5312301306660359
71,TFCN_7W-292-3,7W-292-3 BY53-A7,Rhodotorula,Rhodotorula dairenensis,China,marsh_tidalflat,4,4,105.0,34014.5,37246.25,211669515.58333337,14548.866470736933,75.44384313878462,75.15073430498386,1.5166108445532451,1.231507549531567,7.850161855495017,7.91341022921966,5.1069205252343215,2.2598496687245198,3.3652495119392167,3.0515821307870006,3.078643091348735,1.7546062496607993
282,DBVPG_6195,6195,Rhodotorula,Rhodotorula diobovata,Italy,marine,4,4,108.0,23370.5,22601.0,9315268.666666666,3052.0925062433257,76.97474610504754,76.90802081125656,0.26668470153401164,0.5164152413843066,7.141675897754718,6.938701890030277,0.2644602639694303,0.5142570018671893,4.3584352325082065,4.3750008395948665,0.01799921454585268,0.13416115140327575
