dedup_group_id,fraction,predictor,n_high,n_low,quantile,rank_biserial,empirical_p,empirical_fdr
asid_6547,cell,area,66,65,0.25,-0.009557109557109644,0.9021956087824351,0.9728319860623659
asid_7520,cell,area,66,65,0.25,-0.3645687645687645,0.013972055888223553,0.06605035895950036
asid_1109,cell,area,66,65,0.25,-0.041491841491841486,0.8982035928143712,0.9700888412029004
asid_1408,cell,area,66,65,0.25,-0.11841491841491836,0.7025948103792415,0.8807319869749941
asid_1,cell,area,66,65,0.25,0.01538461538461533,0.4431137724550898,0.6652735828167581
asid_2,cell,area,66,65,0.25,-0.15571095571095572,0.5109780439121756,0.7266812848904162
asid_3,cell,area,66,65,0.25,-0.3585081585081584,0.013972055888223553,0.06605035895950036
asid_2299,cell,area,66,65,0.25,0.2778554778554778,0.05588822355289421,0.1824488857301061
asid_6120,cell,area,66,65,0.25,0.38554778554778557,0.001996007984031936,0.015522851477807235
asid_37,cell,area,66,65,0.25,0.18671328671328669,0.06387225548902195,0.20149945651918494
asid_8023,cell,area,66,65,0.25,0.4116550116550116,0.001996007984031936,0.015522851477807235
asid_42,cell,area,66,65,0.25,0.32261072261072266,0.013972055888223553,0.06605035895950036
asid_48,cell,area,66,65,0.25,-0.28065268065268056,0.003992015968063872,0.025609519674740802
asid_51,cell,area,66,65,0.25,0.3664335664335664,0.001996007984031936,0.015522851477807235
asid_55,cell,area,66,65,0.25,0.1571095571095571,0.10578842315369262,0.28651158554966305
asid_841,cell,area,66,65,0.25,-0.08857808857808869,0.4091816367265469,0.6425103919066271
asid_11312,cell,area,66,65,0.25,0.5025641025641026,0.001996007984031936,0.015522851477807235
asid_13848,cell,area,66,65,0.25,0.0,,
asid_72,cell,area,66,65,0.25,-0.2913752913752914,0.12375249500998003,0.3201861105375456
asid_223,cell,area,66,65,0.25,-0.17902097902097913,0.043912175648702596,0.15327588217684468
asid_86,cell,area,66,65,0.25,-0.04708624708624698,0.7005988023952096,0.8791699448307024
asid_87,cell,area,66,65,0.25,0.30069930069930073,0.001996007984031936,0.015522851477807235
asid_733,cell,area,66,65,0.25,0.09230769230769231,0.015968063872255488,0.07259547797279894
asid_3175,cell,area,66,65,0.25,0.3319347319347319,0.001996007984031936,0.015522851477807235
asid_1689,cell,area,66,65,0.25,-0.10862470862470852,0.4471057884231537,0.6689113398661283
asid_100,cell,area,66,65,0.25,-0.406993006993007,0.001996007984031936,0.015522851477807235
asid_2837,cell,area,66,65,0.25,0.4993006993006993,0.001996007984031936,0.015522851477807235
asid_5691,cell,area,66,65,0.25,0.46247086247086244,0.001996007984031936,0.015522851477807235
asid_114,cell,area,66,65,0.25,-0.1561771561771561,0.0998003992015968,0.27449499827324825
asid_122,cell,area,66,65,0.25,0.27179487179487183,0.017964071856287425,0.07958669340581943
asid_2687,cell,area,66,65,0.25,0.503030303030303,0.001996007984031936,0.015522851477807235
asid_5769,cell,area,66,65,0.25,0.5048951048951049,0.001996007984031936,0.015522851477807235
asid_136,cell,area,66,65,0.25,-0.25314685314685326,0.013972055888223553,0.06605035895950036
asid_138,cell,area,66,65,0.25,0.059673659673659674,0.35728542914171657,0.6158757654696122
asid_139,cell,area,66,65,0.25,0.0461538461538461,0.16966067864271456,0.388867914220435
asid_152,cell,area,66,65,0.25,0.28764568764568765,0.05788423153692615,0.1873994503226891
asid_154,cell,area,66,65,0.25,0.37529137529137524,0.007984031936127744,0.043739623556625064
asid_10098,cell,area,66,65,0.25,0.1741258741258741,0.06187624750499002,0.1967245170675598
asid_157,cell,area,66,65,0.25,0.1799533799533799,0.08782435129740519,0.25097641402143916
asid_64,cell,area,66,65,0.25,-0.21258741258741254,0.06786427145708583,0.20958149555350938
asid_181,cell,area,66,65,0.25,0.1456876456876457,0.14770459081836326,0.36198624439128013
asid_4030,cell,area,66,65,0.25,0.2153846153846154,0.01996007984031936,0.08603198015733239
asid_185,cell,area,66,65,0.25,0.0582750582750583,0.5289421157684631,0.7413251798852981
asid_32407,cell,area,66,65,0.25,-0.11421911421911424,0.40718562874251496,0.6425103919066271
asid_191,cell,area,66,65,0.25,0.046386946386946404,0.14570858283433133,0.35868787359663873
asid_192,cell,area,66,65,0.25,0.19020979020979023,0.013972055888223553,0.06605035895950036
asid_202,cell,area,66,65,0.25,0.0,,
asid_326,cell,area,66,65,0.25,-0.2027972027972027,0.3193612774451098,0.5734806473593116
asid_209,cell,area,66,65,0.25,0.09370629370629369,0.1377245508982036,0.3456565595060882
asid_213,cell,area,66,65,0.25,0.0,,
asid_225,cell,area,66,65,0.25,0.3599067599067599,0.001996007984031936,0.015522851477807235
asid_954,cell,area,66,65,0.25,-0.1692307692307693,0.06786427145708583,0.20958149555350938
asid_6695,cell,area,66,65,0.25,0.47365967365967365,0.001996007984031936,0.015522851477807235
asid_34,cell,area,66,65,0.25,0.09696969696969693,0.37325349301397204,0.6264622765860234
asid_230,cell,area,66,65,0.25,0.30442890442890447,0.003992015968063872,0.025609519674740802
asid_233,cell,area,66,65,0.25,0.28811188811188815,0.021956087824351298,0.09221950188293364
asid_221,cell,area,66,65,0.25,0.21958041958041963,0.21157684630738524,0.44225077814062097
asid_250,cell,area,66,65,0.25,-0.33519813519813524,0.011976047904191617,0.058993357822170786
asid_252,cell,area,66,65,0.25,0.0461538461538461,0.1656686626746507,0.3844152368197795
asid_253,cell,area,66,65,0.25,0.03076923076923077,0.19161676646706588,0.4168809215250779
asid_256,cell,area,66,65,0.25,0.3883449883449883,0.001996007984031936,0.015522851477807235
asid_259,cell,area,66,65,0.25,0.0,,
asid_2103,cell,area,66,65,0.25,0.17902097902097902,0.08183632734530938,0.23851551092966336
asid_263,cell,area,66,65,0.25,0.17808857808857814,0.18762475049900199,0.41288891011969486
asid_272,cell,area,66,65,0.25,0.262937062937063,0.00998003992015968,0.05168569542306883
