dedup_group_id,fraction,predictor,species,n_strains,n_groups,n_perm,kruskal_H,empirical_p,empirical_fdr
asid_6547,cell,area,Rhodotorula mucilaginosa,209,3,200,0.217994020864694,0.8507462686567164,0.9850416749809153
asid_7520,cell,area,Rhodotorula mucilaginosa,209,3,200,4.571363394712648,0.14427860696517414,0.3879208344492292
asid_1109,cell,area,Rhodotorula mucilaginosa,209,3,200,8.163742690058484,0.06467661691542288,0.22562722235092092
asid_1408,cell,area,Rhodotorula mucilaginosa,209,3,200,10.514346472241073,0.03980099502487562,0.15859915282179224
asid_1,cell,area,Rhodotorula mucilaginosa,209,3,200,0.43135386676055987,0.0945273631840796,0.2907586537822455
asid_2,cell,area,Rhodotorula mucilaginosa,209,3,200,7.574474478206412,0.08955223880597014,0.2817910447761194
asid_3,cell,area,Rhodotorula mucilaginosa,209,3,200,3.9698154477101752,0.18407960199004975,0.4534737585558637
asid_2299,cell,area,Rhodotorula mucilaginosa,209,3,200,1.943155409183987,0.5970149253731343,0.8102100194828044
asid_6120,cell,area,Rhodotorula mucilaginosa,209,3,200,3.964358278616487,0.04477611940298507,0.17394508936797493
asid_37,cell,area,Rhodotorula mucilaginosa,209,3,200,6.636952712359289,0.03980099502487562,0.15859915282179224
asid_8023,cell,area,Rhodotorula mucilaginosa,209,3,200,4.885642204685155,0.19900497512437812,0.47644102591278964
asid_42,cell,area,Rhodotorula mucilaginosa,209,3,200,1.8787472814267403,0.35323383084577115,0.6537007181305783
asid_48,cell,area,Rhodotorula mucilaginosa,209,3,200,19.680448504180504,0.004975124378109453,0.037632351065186885
asid_51,cell,area,Rhodotorula mucilaginosa,209,3,200,3.6883956447592254,0.24378109452736318,0.5307411283068054
asid_55,cell,area,Rhodotorula mucilaginosa,209,3,200,6.109289753308872,0.03482587064676617,0.14343639568301597
asid_841,cell,area,Rhodotorula mucilaginosa,209,3,200,3.411440999192223,0.2537313432835821,0.5428884588841829
asid_11312,cell,area,Rhodotorula mucilaginosa,209,3,200,29.81870654597924,0.004975124378109453,0.037632351065186885
asid_72,cell,area,Rhodotorula mucilaginosa,209,3,200,1.4330780118339135,0.4577114427860697,0.7246010430824246
