dedup_group_id,fraction,predictor,n_strains,spearman_rho,empirical_p,empirical_fdr,asymptotic_p,asymptotic_fdr,rho_drop_Rhodotorula_taiwanensis,rho_drop_Rhodotorula_sphaerocarpa,rho_drop_Rhodotorula_glutinis,rho_drop_ALL_TOP3
asid_6547,cell,area,274,-0.03849207387798633,0.5249500998003992,0.7341211907500353,0.5257679250044456,0.6906054781268008,,,,
asid_7520,cell,area,274,0.21768917214172692,0.021956087824351298,0.09949249961957493,0.0002828084033101804,0.0026566216370098646,,,,
asid_1109,cell,area,274,0.02166563363643656,0.8682634730538922,0.9357469982101326,0.7210675251945712,0.8380914877407738,,,,
asid_1408,cell,area,274,0.035320883496065984,0.9041916167664671,0.9545789496498215,0.5604498435583303,0.7196983209004256,,,,
asid_1,cell,area,274,-0.011246147953714484,0.8682634730538922,0.9357469982101326,0.8529845701698139,0.912507648795494,,,,
asid_2,cell,area,274,0.07458789385796687,0.7065868263473054,0.8527367018515807,0.21842761012890516,0.3887407160480112,,,,
asid_3,cell,area,274,0.21307189161203763,0.021956087824351298,0.09949249961957493,0.0003827297103780307,0.0033635788803186425,,,,
asid_2299,cell,area,274,-0.1687759017623688,0.10578842315369262,0.3000930876176756,0.005093059528705575,0.023338979733887946,,,,
asid_6120,cell,area,274,-0.31417603708361336,0.001996007984031936,0.01656116338751069,1.085052141863911e-07,1.5754957099863988e-05,,,,
asid_37,cell,area,274,-0.0961454939538268,0.16367265469061876,0.3902343097057117,0.1123098482106036,0.24831788062052967,,,,
asid_8023,cell,area,274,-0.2495427423442336,0.003992015968063872,0.027583174914616718,2.93993321237451e-05,0.000587062498439578,,,,
asid_42,cell,area,274,-0.23219159812565449,0.017964071856287425,0.08556083708870918,0.00010487409411146414,0.0013111196710318838,,,,
asid_48,cell,area,274,0.15969869546511883,0.005988023952095809,0.03754612920980987,0.008086962068065189,0.03372830630275526,,,,
asid_51,cell,area,274,-0.22131058965367806,0.005988023952095809,0.03754612920980987,0.00022207344855385607,0.002230389852866989,,,,
asid_55,cell,area,274,-0.06863880644902544,0.33532934131736525,0.5859184158758296,0.25750155115125906,0.4318174832373201,,,,
asid_841,cell,area,274,0.08615005432523681,0.21756487025948104,0.46310562121829635,0.15497890697650887,0.30723299000902243,,,,
asid_11312,cell,area,274,-0.30199552272544977,0.001996007984031936,0.01656116338751069,3.4776804266557137e-07,3.516100504460799e-05,,,,
asid_13848,cell,area,274,,,,,,,,,
asid_72,cell,area,274,0.1931729584284329,0.03792415169660679,0.14740385386015734,0.001312273920985414,0.008243480922679696,,,,
asid_223,cell,area,274,0.1416204233722482,0.03992015968063872,0.15253703120075637,0.019009171737552608,0.06538383131657688,,,,
asid_86,cell,area,274,0.0382423471772534,0.5828343313373253,0.7709432774222508,0.5284589705310752,0.6932774258797227,,,,
asid_87,cell,area,274,-0.1825785892939178,0.005988023952095809,0.03754612920980987,0.0024138316144954536,0.012947518847210404,,,,
asid_733,cell,area,274,-0.1470924750381454,0.011976047904191617,0.06326639859573992,0.014811628898096871,0.05382388134438921,,,,
asid_3175,cell,area,274,-0.2036763236763237,0.003992015968063872,0.027583174914616718,0.0006947285226374846,0.005293268893618737,,,,
asid_1689,cell,area,274,0.0846024048943757,0.37924151696606784,0.6234207954784269,0.16255745535290486,0.31724922738228206,,,,
asid_100,cell,area,274,0.2702666676389304,0.001996007984031936,0.01656116338751069,5.679311337319049e-06,0.0002224705144182728,,,,
asid_2837,cell,area,274,-0.2946084572361945,0.001996007984031936,0.01656116338751069,6.871112829348672e-07,5.34942259240447e-05,,,,
asid_5691,cell,area,274,-0.28386008152431513,0.001996007984031936,0.01656116338751069,1.7895968012239059e-06,0.00010042802821028529,,,,
asid_114,cell,area,274,0.13165083092090393,0.03592814371257485,0.14242342148775772,0.02935114139021742,0.09139859102027263,,,,
asid_122,cell,area,274,-0.19460326343484238,0.023952095808383235,0.10649567007716851,0.001205660690363277,0.007770662813476442,,,,
asid_2687,cell,area,274,-0.29320606400898375,0.001996007984031936,0.01656116338751069,7.802675349430444e-07,5.8745475741934095e-05,,,,
asid_5769,cell,area,274,-0.3034609186434004,0.001996007984031936,0.01656116338751069,3.031378437991932e-07,3.1763845818298966e-05,,,,
asid_136,cell,area,274,0.16102397171939464,0.021956087824351298,0.09949249961957493,0.007569650873869283,0.03193516015157564,,,,
asid_138,cell,area,274,-0.02459805798952681,0.6626746506986028,0.8304062568981135,0.6852054001392944,0.8118941113331533,,,,
asid_139,cell,area,274,-0.07182208872843611,0.2375249500998004,0.4879150349261058,0.23603210461210905,0.40897502597354674,,,,
asid_152,cell,area,274,-0.19147751369789848,0.02594810379241517,0.11256360518399819,0.0014498247431863362,0.008914711851025965,,,,
asid_154,cell,area,274,-0.24010021514443497,0.013972055888223553,0.07114828459313838,5.942461828548508e-05,0.0009109982205937713,,,,
asid_10098,cell,area,274,-0.19875300839288917,0.18762475049900199,0.4245365013517044,0.0009397475006102716,0.006564669138283711,,,,
asid_157,cell,area,274,-0.10914533878062388,0.11177644710578842,0.30922585965792965,0.07126112414943479,0.17813528427320593,,,,
asid_64,cell,area,274,0.16183378665130493,0.0658682634730539,0.21743586552131206,0.007268265643318682,0.030911323751518175,,,,
asid_181,cell,area,274,-0.08523973607193623,0.17165668662674652,0.4023797423602979,0.15940356344841447,0.31319888244532856,,,,
asid_4030,cell,area,274,-0.18378420130206835,0.08782435129740519,0.264723222593958,0.0022557131397011876,0.012313140897917761,,,,
asid_185,cell,area,274,-0.013790880652194522,0.8562874251497006,0.928748841022469,0.8202317706709762,0.8936473059384502,,,,
asid_32407,cell,area,274,0.09034498348366962,0.3532934131736527,0.6021925627196053,0.13578020400839688,0.28185784382137474,,,,
asid_191,cell,area,274,-0.08849491972285689,0.16167664670658682,0.3869275811456907,0.1440092221630662,0.2931114996530265,,,,
asid_192,cell,area,274,-0.15567188462751802,0.18762475049900199,0.4245365013517044,0.009857160004044815,0.03924331150846514,,,,
asid_202,cell,area,274,-0.020736905019345116,0.7225548902195609,0.8543312447031691,0.7325583401021063,0.8380914877407738,,,,
asid_326,cell,area,274,0.11952809159484525,0.46506986027944114,0.6889622591284419,0.04808816953896365,0.133675231219087,,,,
asid_209,cell,area,274,-0.13299561095412962,0.10578842315369262,0.3000930876176756,0.027722434202803733,0.08747929873868275,,,,
asid_213,cell,area,274,-0.020736905019345116,0.7225548902195609,0.8543312447031691,0.7325583401021063,0.8380914877407738,,,,
asid_225,cell,area,274,-0.2241082076320601,0.001996007984031936,0.01656116338751069,0.00018374368699598204,0.001984666136691989,,,,
asid_954,cell,area,274,0.13697922515440766,0.06986027944111776,0.22598977728819888,0.02334484495328444,0.07685441224239606,,,,
asid_6695,cell,area,274,-0.2851714708649016,0.001996007984031936,0.01656116338751069,1.5956883344833323e-06,9.267757846679194e-05,,,,
asid_34,cell,area,274,-0.07371402320307431,0.29141716566866266,0.545481412864878,0.22388540271480534,0.39485879458498724,,,,
asid_230,cell,area,274,-0.19941918607700412,0.001996007984031936,0.01656116338751069,0.0009024804389324297,0.006365587218118817,,,,
asid_233,cell,area,274,-0.19012899509249878,0.015968063872255488,0.07795360288069393,0.0015685314815847252,0.009444434410793312,,,,
asid_221,cell,area,274,-0.14394938807197266,0.25149700598802394,0.5018091026427709,0.017110528938145384,0.060302155383949264,,,,
asid_250,cell,area,274,0.21860446123219848,0.003992015968063872,0.027583174914616718,0.0002661439628526114,0.0025592121461059055,,,,
asid_252,cell,area,274,-0.11422693077496904,0.10778443113772455,0.30304867443536165,0.058981226959773626,0.15542784309544702,,,,
asid_253,cell,area,274,-0.06536468568158398,0.2714570858283433,0.5245417909428292,0.2809511682515982,0.4576711919482808,,,,
asid_256,cell,area,274,-0.2564709020936689,0.007984031936127744,0.04637125748502993,1.7230959117871414e-05,0.0004272548499444531,,,,
asid_259,cell,area,274,-0.0018028262387139204,0.9780439121756487,0.989236573127007,0.9763017813876118,0.9860105439915428,,,,
asid_2103,cell,area,274,-0.11166322728366526,0.09780439121756487,0.2845116864153776,0.06493848009566577,0.1666239459152617,,,,
