formulaRank	molecularFormula	adduct	precursorFormula	ZodiacScore	SiriusScoreNormalized	SiriusScore	TreeScore	IsotopeScore	numExplainedPeaks	explainedIntensity	medianMassErrorFragmentPeaks(ppm)	medianAbsoluteMassErrorFragmentPeaks(ppm)	massErrorPrecursor(ppm)	lipidClass	ionMass	retentionTimeInSeconds	retentionTimeInMinutes	formulaId	alignedFeatureId	compoundId	mappingFeatureId	overallFeatureQuality
1	C18H21N5O9S	[M + H]+	C18H22N5O9S+		0.903	53.184	53.184	0.000	8	0.824	-0.296	1.489	3.977		484.115	32	0.539	876481581800604702	876481524971979780	876481524971979779	42366	
1	C32H41N3O5	[M + H]+	C32H42N3O5+		0.759	140.502	140.502	0.000	47	0.905	-4.512	4.512	10.582		548.318	53	0.890	876481707248043090	876481524091175908	876481524086981603	6175	
1	C19H25N7O5S	[M + H]+	C19H26N7O5S+		0.866	97.829	97.829	0.000	27	0.916	-0.528	1.868	-5.309		464.169	93	1.555	876481594568066099	876481524812596220	876481524808401915	34643	
1	C22H33N5O6	[M + H]+	C22H34N5O6+		0.761	160.816	160.816	0.000	53	0.971	-1.692	2.161	-4.007		464.249	94	1.567	876481805965182072	876481524191839208	876481524187644903	7707	
1	C33H48N8O10	[M + Na]+	C33H48N8NaO10+		0.481	107.173	107.173	0.000	45	0.885	-1.839	2.170	0.459		739.339	136	2.272	876482576031008241	876481523562693588	876481523541722067	1112	
1	C29H45N5O7	[M + H]+	C29H46N5O7+		0.983	72.821	72.821	0.000	33	0.922	-3.556	4.111	-6.897		576.335	196	3.265	876481718182593628	876481524988757000	876481524988756999	44265	
1	C36H49N7O10	[M + H]+	C36H50N7O10+		0.549	27.188	27.188	0.000	20	0.861	1.478	4.772	4.772		740.365	222	3.700	876482009112102038	876481525001339916	876481525001339915	47376	
1	C55H90N6O12	[M + H]+	C55H91N6O12+		1.000	54.419	54.419	0.000	12	0.875	1.061	3.890	-1.215		1027.668	298	4.973	876481611856987197	876481523772408792	876481523764020183	2082	
1	C51H74NO7P	[M + H]+	C51H75NO7P+		0.360	19.932	19.932	0.000	7	0.983	-0.788	0.943	2.881		844.530	315	5.244	876481723358364774	876481523885655004	876481523881460699	2739	
1	C29H46O4	[M + Na]+	C29H46NaO4+		0.745	14.407	14.407	0.000	4	0.449	2.349	2.349	-3.596		481.327	334	5.565	876481810461475980	876481524380582896	876481524376388591	13722	
1	C35H66FN3O2	[M + H]+	C35H67FN3O2+		0.828	242.183	242.183	0.000	44	0.590	-1.904	2.042	11.398		580.528	348	5.792	876481727867241584	876481524636435448	876481524632241143	23195	
1	C19H22	[M + H]+	C19H23+		0.994	73.529	73.529	0.000	11	0.870	-3.766	3.766	-3.293		251.179	364	6.071	876481584732423209	876481524896482304	876481524892287999	35987	
1	C39H66O5	[M + H]+	C39H67O5+		0.324	4.500	4.500	0.000	0	0.000			-7.151		615.494	438	7.306	876481728513164404	876481524506412020	876481524502217715	17764	
1	C45H68O8	[M + H]+	C45H69O8+		0.383	4.421	4.421	0.000	0	0.000	0.955	0.955	1.091		737.500	452	7.530	876481807298970754	876481523986318304	876481523986318303	5307	
1	C48H75N3O9	[M + H]+	C48H76N3O9+		0.148	12.864	12.864	0.000	1	0.282	-6.127	6.127	-3.467		838.555	453	7.556	876481637979112520	876481524284113900	876481524284113899	11526	
