"","pp","magnitude.of.theta2","naive.SE.of.theta2","rel.location","species_tip_label"
"29",0.176823176823177,7.00212905489295,0.11248812098086,1.1038138281863,NA
"23",0.176323676323676,6.78139775864765,0.0807214394832269,1.03145248248412,"Rhodotorula_glutinis"
"28",0.147352647352647,7.18177026869756,0.136974013363423,0.0868551382122615,"Pseudomicrostroma_phylloplanum"
"32",0.142357642357642,8.07190058727653,0.114975404136795,1.10211550490555,"Rhodotorula_mucilaginosa"
"22",0.104395604395604,7.2080650191224,0.218160711214228,2.63485036986731,NA
"21",0.0844155844155844,6.57409514023149,0.129279236250375,0.124405183472186,"Rhodotorula_graminis"
"18",0.0574425574425574,6.83673505149609,0.201477293926475,0.309306464520056,"Rhodotorula_sp._clade_XIII"
"13",0.0494505494505494,11.3874033760818,0.398765371874702,0.473277154438354,NA
"3",0.048951048951049,3.38131808146209,0.226306403395041,0.713467246131799,NA
"5",0.0484515484515484,7.876035457146,0.240291615383223,0.297801828683778,"Rhodotorula_sp._clade_XI"
"14",0.0474525474525475,4.48392090392558,0.379564038979701,0.774546559000601,NA
"27",0.046953046953047,7.76970028336773,0.222249176237393,0.0405928276198072,"Cystobasidium_sp."
"31",0.0464535464535465,9.98498407753123,0.359987497335361,0.0170564469759435,"Rhodotorula_taiwanensis"
"25",0.0454545454545455,7.47918028316239,0.352274335268762,0.221391908407186,"Rhodotorula_diobovata"
"2",0.0434565434565435,8.83534088979091,0.246848127942948,6.40439828878352,NA
"26",0.0414585414585415,6.17086678419474,0.331277889509617,0.33933061781791,NA
"12",0.03996003996004,10.0717488841993,0.509494413575369,0.100000116127909,"Rhodotorula_paludigena"
"7",0.038961038961039,8.41881459189558,0.447019681983183,0.659548593993287,NA
"15",0.0354645354645355,9.09459959596773,0.180400699694281,0.371329158955401,"Rhodotorula_araucariae"
"10",0.032967032967033,6.34683021900713,0.314501401229337,0.579215552159218,"Rhodotorula_toruloides"
"11",0.0304695304695305,9.10558814829836,0.533932071286088,0.943983781176325,NA
"24",0.0304695304695305,11.0962811178883,0.308634752614388,0.14363515037558,"Rhodotorula_sp._clade_I"
"9",0.0294705294705295,11.1616262386765,0.437119715243303,1.15706233951731,NA
"17",0.026973026973027,10.5144612967197,0.406891525844231,4.14253122987058,NA
"4",0.025974025974026,9.15572619980747,0.532417406196224,2.41577007061246,NA
"19",0.024975024975025,5.78198628622817,0.307536961794248,2.84168009418595,NA
"20",0.024975024975025,7.26665316329804,0.314485029005814,0.296005418486356,NA
"1",0.0224775224775225,9.56653533847279,0.32951496699864,15.2919165175866,"Rhodotorula_pacifica"
"8",0.0214785214785215,7.56099675305105,0.575195798074991,0.0591290979382585,NA
"16",0.0214785214785215,8.92116433857885,0.419268696373314,0.220444161973477,"Rhodotorula_kratochvilovae"
"30",0.013986013986014,4.78660397303822,0.626889351335667,0.0315637980570945,"Rhodotorula_sphaerocarpa"
"6",0.0034965034965035,12.2496214488558,0.235594489668154,0.200740617155315,"Rhodotorula_dairenensis"
