strain_id,species,species_missing,n_replicates,L*,a*,b*,C*,h_deg,area,L_z,a_z,b_z,orange_score
DBVPG_10075,Cystobasidium sp.,False,1,78.0228236979914,7.032129320587277,0.590445056433625,7.056873822460636,4.799519890086923,31691.5,,,,
DBVPG_6740,Pseudomicrostroma phylloplanum,False,1,75.22988192149478,10.897701620934896,2.053186958055009,11.089430882766449,10.669766544664006,39271.0,,,,
NRRL_Y-17376,Rhodotorula araucariae,False,1,78.80873699367484,4.962276260984472,1.6057026683572673,5.215598407613424,17.930640941870983,42051.0,-2.770212529971883,-2.166494951661425,-0.9361492249809653,-5.872856706614273
DBVPG_3768,Rhodotorula dairenensis,False,1,75.11979991359814,6.789158964696258,6.772247371679018,9.589369839104597,44.92855000591992,48043.0,-0.17592785254687787,-1.3527927663590134,1.950707481061897,0.42198686215600567
DBVPG_3769,Rhodotorula dairenensis,False,1,77.91426511242821,8.689939076752973,7.221624142655397,11.298977671252457,39.72769200345322,48065.5,-2.1411655591145204,-0.5061763263339076,2.2018010879746517,-0.4455407974737766
DBVPG_3770,Rhodotorula dairenensis,False,1,75.59412385398281,10.891068010481842,9.068568508508235,14.17230740572784,39.78283224246514,66859.0,-0.5095012651490256,0.47421689752690105,3.2337990739443283,3.1985147063222037
DBVPG_3772,Rhodotorula dairenensis,False,1,74.70033459074511,11.388601654116162,5.7334359978023,12.750393561652622,26.722345053023915,35129.5,0.11906564725174686,0.6958207324442558,1.3702616022017942,2.1851479818977966
DBVPG_3773,Rhodotorula dairenensis,False,1,73.31479539698613,5.255345507252831,0.7789048153538536,5.312753439788443,8.430544027135964,12797.0,1.093460987241119,-2.0359605250948047,-1.3981305032906561,-2.340630041144342
DBVPG_3853,Rhodotorula dairenensis,False,1,77.532342504288,8.321092947293884,6.741653535216807,10.709364137352194,39.01399229376264,40275.5,-1.872574377223244,-0.6704621345970231,1.9336128797323606,-0.6094236320879063
NRRL_Y-2504,Rhodotorula dairenensis,False,1,74.36169670520266,7.83586515168791,7.789042644839068,11.048527865673263,44.82830465092247,32967.0,0.3572163824332006,-0.8865848866773026,2.518851651208637,1.9894831469645349
TFCN_7W-292-3,Rhodotorula dairenensis,False,1,75.44384313878462,7.850161855495017,3.3652495119392167,8.541074021168304,23.204105456796444,34014.5,-0.4038147358621026,-0.8802170672727901,0.047014552103025985,-1.2370172510318667
DBVPG_6195,Rhodotorula diobovata,False,1,76.97474610504754,7.141675897754718,4.358435232508207,8.366569924678783,31.394959310350686,23370.5,-1.480438712305157,-1.1957800593018084,0.6019666569260406,-2.0742521146809247
DBVPG_6202,Rhodotorula diobovata,False,1,77.98878877479342,6.736839559795399,3.074971777780666,7.405434402421768,24.5339142086152,32267.0,-2.193575126201969,-1.3760960764265142,-0.11518093280814991,-3.6848521354366333
NRRL_Y-7196,Rhodotorula diobovata,False,1,73.46755935293673,6.314800659655506,5.224059385446633,8.195578309909477,39.60001053265066,24341.0,0.9860280921869043,-1.564074196000761,1.0856425049674436,0.5075964011535871
TFCN_17-334Y-6,Rhodotorula diobovata,False,1,75.07350463773082,9.019506257656378,3.1871928453369835,9.566069797219223,19.461710215154753,27183.0,-0.1433702018706399,-0.35938554728706457,-0.05247632846669232,-0.5552320776243969
TFCN_211C_2,Rhodotorula diobovata,False,1,76.84145464771385,8.86816367998966,4.366123949264178,9.884703606857718,26.212723628372142,8687.5,-1.3867000613370923,-0.42679424622898426,0.6062628016034626,-1.207231505962614
TFCN_25-335C-1,Rhodotorula diobovata,False,1,75.94485944417242,10.791667040128862,4.9088886765172095,11.855684946195328,24.45972940820918,23723.0,-0.7561598412388123,0.42994323582269567,0.9095378302055637,0.583321224789447
TFCN_25-335P-1,Rhodotorula diobovata,False,1,75.87690216702627,9.23797041652828,4.976570610793524,10.493157411421288,28.311711637264807,23381.5,-0.7083681551805305,-0.2620805790353294,0.9473557640594813,-0.023092970156378567
TFCN_7-9-2,Rhodotorula diobovata,False,1,75.94007463348018,8.062995121481231,3.9766798357036617,8.990321064607327,26.252575955078782,26817.0,-0.7527948716571117,-0.7854201253092115,0.38865714532446755,-1.1495578516418556
TFCN_7-9-3,Rhodotorula diobovata,False,1,75.29920413488553,8.959182730185645,5.615038478965218,10.573344424216812,32.07683537869428,29950.0,-0.3020958007249342,-0.38625393135373465,1.304105846109349,0.6157561140306802
TFCN_7_6_3,Rhodotorula diobovata,False,1,77.69779443401546,6.409830371853831,4.943060662914989,8.094428584724024,37.63828553615368,43691.5,-1.988930226299814,-1.5217475133257714,0.9286317573379098,-2.5820459822876756
NRRL_Y-48721,Rhodotorula evergladensis,False,1,74.86840962891222,11.45228074225843,4.2949462735213935,12.231160929852024,20.557540875668476,36561.0,0.0008650689525168042,0.7241836990836312,0.5664915884740198,1.291540356510168
DBVPG_3380,Rhodotorula glutinis,False,1,72.14041230155163,9.662217551342778,7.91509352329679,12.490282362381214,39.32364187869759,1830.0,1.9193585300230924,-0.07311890130667224,2.5892837958379693,4.43552342455439
DBVPG_3985,Rhodotorula glutinis,False,1,71.72279005580106,7.051564791294485,6.664915440852992,9.702868845838568,43.38533569448739,801.0,2.2130558660264543,-1.2359159717485866,1.8907347290447842,2.8678746233226518
DBVPG_6081,Rhodotorula glutinis,False,1,73.44276781030126,0.705922766730982,3.260681267093579,3.336220807764995,77.78424595237776,23457.0,1.0034630111873633,-4.062294902395436,-0.01141396370516507,-3.0702458549132383
DBVPG_6083,Rhodotorula graminis,False,1,75.47019060938581,8.838288483270922,3.746964637175165,9.599744127098422,22.974363639806437,13819.5,-0.4223438779390296,-0.44010079995954693,0.26030156157705636,-0.6021431163215203
NRRL_Y-2474,Rhodotorula graminis,False,1,77.44509044026879,5.064993466844913,5.508653351767912,7.483276058593956,47.40266555199993,10224.0,-1.8112134247740257,-2.1207442229983413,1.2446621297556888,-2.687295518016678
TFCN_17-0-2E329-4,Rhodotorula graminis,False,1,77.43451100694664,6.2606842310583,2.1649643369531124,6.624442438522723,19.075546738652758,38436.0,-1.8037733245045677,-1.588177908910649,-0.6236563712211569,-4.015607604636374
DBVPG_10383,Rhodotorula kratochvilovae,False,1,73.91499527181134,6.236065214418648,8.385099244393391,10.449803763555032,53.361524023668196,22697.0,0.6713639699021654,-1.599143335207028,2.8519040276834184,1.924124662378556
DBVPG_10753,Rhodotorula kratochvilovae,False,1,77.0413412372395,3.5740491824818035,6.260928207180239,7.209233632936583,60.28012633308634,24879.0,-1.5272724552740329,-2.7848178495565783,1.6650029640734936,-2.6470873407571176
DBVPG_7539,Rhodotorula kratochvilovae,False,1,76.5707204205635,4.454071139134305,4.892007104647394,6.615926482692333,47.68278755231292,24244.0,-1.1963033042484543,-2.3928519133816115,0.9001050890295148,-2.689050128600551
