strain_id_ypd2,strain_id_control_late,species,L*_ypd2,L*_control_late,a*_ypd2,a*_control_late,b*_ypd2,b*_control_late,C*_ypd2,C*_control_late
DBVPG_10075,DBVPG_10075,Cystobasidium sp.,77.4519598304877,78.0228236979914,7.0185228881816,7.032129320587277,0.847524359871804,0.590445056433625,7.0695092525935,7.056873822460636
DBVPG_10348,DBVPG_10348,Rhodotorula sp. clade XI,77.3666334354633,77.80631414434399,4.79756952284489,4.818779242691917,1.91985748006787,1.805284438381349,5.167448700306826,5.14584155345463
DBVPG_10383,DBVPG_10383,Rhodotorula kratochvilovae,73.9286136438798,73.91499527181134,6.45234344941645,6.236065214418648,8.35482855954936,8.385099244393391,10.556320203967337,10.449803763555032
DBVPG_10619,DBVPG_10619,Rhodotorula mucilaginosa,73.6226630680192,73.73497087309227,12.7250790504217,12.620964357910964,5.92134657858502,5.391067085798701,14.035311971709135,13.724151909944782
DBVPG_10753,DBVPG_10753,Rhodotorula kratochvilovae,76.7254069178552,77.0413412372395,3.65649978649424,3.5740491824818035,6.62333646583308,6.260928207180239,7.565618059898785,7.209233632936583
DBVPG_10780,DBVPG_10780,Rhodotorula mucilaginosa,73.7917988510825,73.86206791343493,12.8483462999229,12.855032428138207,5.56349045477884,5.051370431169438,14.001158119354189,13.811886256459609
DBVPG_10842,DBVPG_10842,Rhodotorula mucilaginosa,76.9999326297538,77.29078822517428,8.90943932349338,8.707783468457366,1.07700518270023,0.8785258808106322,8.974299372239225,8.751988383035794
DBVPG_10882,DBVPG_10882,Rhodotorula mucilaginosa,75.8154130492046,76.19403268459666,9.96571409600714,10.008017657564125,2.84886434935448,2.5981673880354608,10.3649160886318,10.339772299734957
DBVPG_10886,DBVPG_10886,Rhodotorula mucilaginosa,76.9695224090492,77.50746003286685,12.681163289761,12.803360293782625,1.7139367212992,1.357666357039583,12.796463631261565,12.875142436083827
DBVPG_10937,DBVPG_10937,Rhodotorula mucilaginosa,74.0686505661473,73.94304804517313,13.229988482627,13.015526473974845,5.390401866761289,5.081627764381236,14.28597310425953,13.972360936165023
DBVPG_3044,DBVPG_3044,Rhodotorula mucilaginosa,74.1888343293233,74.23077796313629,8.7370446465583,8.275024391396435,3.45798795816841,3.1489944285911453,9.396469011005719,8.853936671871107
DBVPG_3045,DBVPG_3045,Rhodotorula mucilaginosa,75.0145107104086,75.3178622987875,6.28126511430719,6.3040206828176295,3.28238365116784,2.771783817352169,7.087195063610599,6.886469509082851
DBVPG_3090,DBVPG_3090,Rhodotorula mucilaginosa,73.8648992521743,74.05660784158871,12.998167027226,13.029492375012827,6.32717197060986,5.85675056270148,14.45632910573553,14.285279090876086
DBVPG_3235,DBVPG_3235,Rhodotorula mucilaginosa,76.200967204547,77.2125897814025,7.21992383936685,7.204708210091143,2.72827650202136,2.561068785048448,7.718211769428179,7.6463647385083755
DBVPG_3236,DBVPG_3236,Rhodotorula mucilaginosa,78.7654626667355,79.82368944113904,3.48647020955224,3.659275519806729,-0.319687422526735,-0.9908257249691744,3.5010961955103475,3.7910464184862596
DBVPG_3237,DBVPG_3237,Rhodotorula mucilaginosa,76.5794952770648,76.77164406756654,10.503208193069,10.34666758457653,1.47579796144548,1.1192631847560808,10.606383076711797,10.407030324856224
DBVPG_3238,DBVPG_3238,Rhodotorula mucilaginosa,74.311012910073,74.56178721753912,8.76803604738811,8.303526502149257,4.51876827655785,3.983870079537455,9.863960810218321,9.209765099204693
