formulaRank	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#all classifications	ionMass	retentionTimeInSeconds	retentionTimeInMinutes	formulaId	alignedFeatureId	compoundId	mappingFeatureId	overallFeatureQuality
1	C16H29N3O4S	[M + H]+	C16H30N3O4S+	Amino acids and Peptides	1.000	Small peptides	0.999	Dipeptides	0.960	Organic acids and derivatives	1.000	Carboxylic acids and derivatives	1.000	Amino acids, peptides, and analogues	1.000	Peptides	0.999	Oligopeptides	0.905	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Phenethylamines; Amphetamines and derivatives; Pyrrolidines; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Thioethers; Carboxylic acids; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Pyrrolidine carboxylic acids and derivatives; Pyrrolidinecarboxamides; Benzene and substituted derivatives; Alpha amino acid amides; N-acyl-alpha amino acids; Benzenoids; Amines; Primary amines; N-acylpyrrolidines; Sulfenyl compounds; Dialkylthioethers; Fatty Acyls; Organic oxides; Azacyclic compounds; Methionine and derivatives; Hydrocarbon derivatives; Amino acids; Phenylalanine and derivatives; Proline and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities	360.191	88	1.467	876482719641362526	876482681334784006	876482681330589701	6515	
1	C25H43N7O11	[M + K]+	C25H43KN7O11+	Amino acids and Peptides	1.000	Small peptides	0.999	Tripeptides	0.999	Organic acids and derivatives	1.000	Carboxylic acids and derivatives	1.000	Amino acids, peptides, and analogues	0.999	Peptides	1.000	Oligopeptides	0.999	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Phenethylamines; Amphetamines and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Dicarboxylic acids and derivatives; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Amino fatty acids; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; N-acyl-alpha amino acids; Amines; Primary amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Valine and derivatives; Aspartic acid and derivatives; Phenylalanine and derivatives; Glutamic acid and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities	656.256	159	2.643	876483560515428497	876482681750020114	876482681745825809	13972	
1	C26H40N4O6S	[M + H]+	C26H41N4O6S+	Amino acids and Peptides	1.000	Small peptides	0.976	Tripeptides	0.909	Organic acids and derivatives	1.000	Carboxylic acids and derivatives	0.999	Amino acids, peptides, and analogues	0.999	Peptides	0.997	Oligopeptides	0.977	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Phenethylamines; Amphetamines and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Thioethers; Carboxylic acids; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Pyrrolidine carboxylic acids and derivatives; Benzene and substituted derivatives; Alpha amino acid amides; N-acyl-alpha amino acids; Benzenoids; Amines; Primary amines; Sulfenyl compounds; Dialkylthioethers; Fatty Acyls; Organic oxides; Azacyclic compounds; Methionine and derivatives; Hydrocarbon derivatives; Amino acids; Phenylalanine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities	537.274	187	3.119	876482852076511357	876482682232365094	876482682232365093	45184	
1	C11H13ClN4O4	[M + H]+	C11H14ClN4O4+	Alkaloids	0.483	Guanidine alkaloids	0.053	Pyrrole alkaloids	0.047	Benzenoids	0.988	Benzene and substituted derivatives	0.953	Nitrobenzenes	0.781			Nitrobenzenes	0.781	Organic compounds; Halobenzenes; Nitrobenzenes; Alkyl aryl ethers; Anisoles; Ethers; Organohalogen compounds; Organonitrogen compounds; Aniline and substituted anilines; Organooxygen compounds; Aryl chlorides; Chlorobenzenes; Organic nitro compounds; Organic oxoazanium compounds; Organochlorides; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Amines; Secondary amines; Aryl halides; Organic zwitterions; Organic 1,3-dipolar compounds; Allyl-type 1,3-dipolar organic compounds; Propargyl-type 1,3-dipolar organic compounds; Phenylalkylamines; Organic oxides; Methoxybenzenes; C-nitro compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Nitroaromatic compounds; Organic nitrogen compounds; Phenoxy compounds; Chemical entities	301.070	237	3.949	876482713572204628	876482682010066970	876482682005872665	34917	
1	C34H48O2	[M + Na]+	C34H48NaO2+	Terpenoids	0.985	Carotenoids (C40)	0.728	Apocarotenoids (β-)	0.145	Lipids and lipid-like molecules	0.934	Prenol lipids	0.847	Retinoids	0.655			Retinoids	0.655	Organic compounds; Lipids and lipid-like molecules; Prenol lipids; Organooxygen compounds; Retinoids; Benzene and substituted derivatives; Benzenoids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	511.351	281	4.683	876482825690144883	876482681196371970	876482681192177665	4197	
1	C30H45ClN4O3	[M + H]+	C30H46ClN4O3+	Amino acids and Peptides	0.656	Oligopeptides	0.665	Depsipeptides	0.024	Organic acids and derivatives	0.985	Carboxylic acids and derivatives	0.968	Amino acids, peptides, and analogues	0.770	Amino acids and derivatives	0.762	Alpha amino acids and derivatives	0.519	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Aryl chlorides; Carboxylic acid derivatives; Organochlorides; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Benzenoids; Amines; Aryl halides; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	545.328	286	4.765	876482701182230602	876482682119118878	876482682114924573	40991	
1	C5H14NO4P	[M + H]+	C5H15NO4P+	Fatty acids	0.795	Spingolipids	0.149	Sphingoid bases	0.695	Organic nitrogen compounds	0.999	Organonitrogen compounds	0.999	Quaternary ammonium salts	0.990	Cholines	0.818	Phosphocholines	0.842	Organic compounds; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Organic phosphoric acids and derivatives; Phosphate esters; Quaternary ammonium salts; Cholines; Phosphocholines; Amines; Alkyl phosphates; Dialkyl phosphates; Organic cations; Organic salts; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	184.073	290	4.839	876482692256751674	876482680818884602	876482680793718777	1318	
1	C30H44N2O7	[M + H]+	C30H45N2O7+	Fatty acids	0.998	Fatty esters	0.892	Wax monoesters	0.383	Lipids and lipid-like molecules	0.932	Fatty Acyls	0.969	Fatty acid esters	0.939			Fatty acid esters	0.939	Organic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Carboxylic acid esters; Monosaccharides; Secondary alcohols; Carbonyl compounds; Polyols; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	545.330	321	5.358	876482693229830212	876482681473196042	876482681469001737	8023	
1	C24H50NO7P	[M + H]+	C24H51NO7P+	Fatty acids	0.998	Glycerophospholipids	1.000	Glycerophosphocholines	0.998	Lipids and lipid-like molecules	0.972	Glycerophospholipids	0.995	Glycerophosphocholines	0.991	Lysophosphatidylcholines	0.955	1-acyl-sn-glycero-3-phosphocholines	0.953	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Glycerophospholipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Organic phosphoric acids and derivatives; Phosphate esters; Quaternary ammonium salts; Cholines; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Phosphocholines; Lysophosphatidylcholines; 1-acyl-sn-glycero-3-phosphocholines; Secondary alcohols; Carbonyl compounds; Glycerophosphocholines; Amines; Alkyl phosphates; Dialkyl phosphates; Organic cations; Organic salts; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	496.333	330	5.500	876482694446178377	876482681045377022	876482681036988413	2084	
1	C41H66O11	[M + H]+	C41H67O11+	Terpenoids	0.703	Diterpenoids	0.228	Spirotetronate macrolides	0.065	Lipids and lipid-like molecules	0.822	Steroids and steroid derivatives	0.502					Steroids and steroid derivatives	0.502	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Steroids and steroid derivatives; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Carboxylic acid esters; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Glycosyl compounds; O-glycosyl compounds; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	735.468	340	5.659	876482816349429865	876482681603219470	876482681599025165	12287	
